Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,T1 vs Taipan Esports,Haven,T1,13,0,0,,Taipan Esports,7,0,0,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Bait Academy vs Professional Malders,Bind,Bait Academy,13,9,4,,Professional Malders,7,4,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Bait Academy vs Professional Malders,Haven,Bait Academy,13,9,4,,Professional Malders,11,8,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,YFP Gaming vs Positive Mental Attitude,Split,YFP Gaming,13,6,7,,Positive Mental Attitude,7,1,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,YFP Gaming vs Positive Mental Attitude,Ascent,YFP Gaming,13,8,5,,Positive Mental Attitude,5,1,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,VIRTUOSO vs Team Reckaroo,Ascent,VIRTUOSO,8,4,4,,Team Reckaroo,13,5,8,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,VIRTUOSO vs Team Reckaroo,Breeze,VIRTUOSO,13,5,8,,Team Reckaroo,11,4,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,VIRTUOSO vs Team Reckaroo,Icebox,VIRTUOSO,13,0,0,,Team Reckaroo,10,0,0,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Built By Gamers vs Carpe Noctem,Ascent,Built By Gamers,13,12,1,,Carpe Noctem,0,0,0,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Built By Gamers vs Carpe Noctem,Breeze,Built By Gamers,13,6,7,,Carpe Noctem,11,5,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Built By Gamers vs Carpe Noctem,Haven,Built By Gamers,10,0,0,,Carpe Noctem,13,0,0,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,BASILISK vs HorizonGG,Ascent,BASILISK,2,2,0,,HorizonGG,13,3,10,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,BASILISK vs HorizonGG,Icebox,BASILISK,13,7,6,,HorizonGG,8,3,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,BASILISK vs HorizonGG,Bind,BASILISK,13,7,6,,HorizonGG,8,3,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Cloud9 vs East Hill,Icebox,Cloud9,13,12,1,,East Hill,1,1,0,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Cloud9 vs East Hill,Haven,Cloud9,13,11,2,,East Hill,2,1,1,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Complexity vs Karma,Icebox,Complexity,13,11,2,,Karma,1,0,1,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Complexity vs Karma,Ascent,Complexity,13,10,3,,Karma,3,1,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Evil Geniuses vs Lazarus,Icebox,Evil Geniuses,13,9,4,,Lazarus,3,0,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Evil Geniuses vs Lazarus,Breeze,Evil Geniuses,7,3,4,,Lazarus,13,4,9,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Evil Geniuses vs Lazarus,Ascent,Evil Geniuses,13,8,5,,Lazarus,10,6,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Luminosity vs Hysteria,Icebox,Luminosity,13,11,2,,Hysteria,2,1,1,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Luminosity vs Hysteria,Ascent,Luminosity,13,8,5,,Hysteria,4,0,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Fenrir vs Time Out,Split,Fenrir,13,5,8,,Time Out,10,3,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Fenrir vs Time Out,Ascent,Fenrir,11,9,2,,Time Out,13,10,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Fenrir vs Time Out,Bind,Fenrir,10,5,5,,Time Out,13,6,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,NRG Esports vs Rock Bottom ,Ascent,NRG Esports,13,10,3,,Rock Bottom ,4,2,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,NRG Esports vs Rock Bottom ,Bind,NRG Esports,13,9,4,,Rock Bottom ,10,7,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Resonate vs Able Esports,Icebox,Resonate,16,3,9,4,Able Esports,18,3,9,6,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Resonate vs Able Esports,Haven,Resonate,13,9,4,,Able Esports,3,0,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 64,Resonate vs Able Esports,Ascent,Resonate,13,7,6,,Able Esports,6,1,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,ez5 vs Ghost Gaming,Bind,ez5,9,6,3,,Ghost Gaming,13,7,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,ez5 vs Ghost Gaming,Breeze,ez5,8,6,2,,Ghost Gaming,13,7,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Knights vs SoaR,Breeze,Knights,13,5,8,,SoaR,9,2,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Knights vs SoaR,Bind,Knights,7,5,2,,SoaR,13,6,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Knights vs SoaR,Haven,Knights,14,5,7,2,SoaR,12,5,7,0,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,TSM vs Squirtle Squad,Ascent,TSM,13,10,3,,Squirtle Squad,6,4,2,,41:30
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,TSM vs Squirtle Squad,Icebox,TSM,13,9,4,,Squirtle Squad,4,1,3,,34:01
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,T1 vs Bait Academy,Split,T1,13,8,5,,Bait Academy,7,3,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,T1 vs Bait Academy,Bind,T1,13,10,3,,Bait Academy,7,5,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,VIRTUOSO vs DIVIZE,Ascent,VIRTUOSO,9,1,8,,DIVIZE,13,2,11,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,VIRTUOSO vs DIVIZE,Icebox,VIRTUOSO,9,4,5,,DIVIZE,13,5,8,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Cloud9 vs Good Fellas,Icebox,Cloud9,13,10,3,,Good Fellas,4,2,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Cloud9 vs Good Fellas,Haven,Cloud9,13,7,6,,Good Fellas,7,2,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Complexity vs Evil Geniuses,Icebox,Complexity,13,8,5,,Evil Geniuses,4,0,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Complexity vs Evil Geniuses,Split,Complexity,13,9,4,,Evil Geniuses,6,3,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Luminosity vs Time Out,Icebox,Luminosity,13,8,5,,Time Out,8,4,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Luminosity vs Time Out,Haven,Luminosity,13,8,5,,Time Out,5,1,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,NRG Esports vs Resonate,Haven,NRG Esports,11,9,2,,Resonate,13,10,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,NRG Esports vs Resonate,Breeze,NRG Esports,13,7,6,,Resonate,5,0,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,NRG Esports vs Resonate,Ascent,NRG Esports,8,5,3,,Resonate,13,6,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Soniqs vs OOKERS,Breeze,Soniqs,13,7,6,,OOKERS,6,1,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Soniqs vs OOKERS,Bind,Soniqs,15,8,4,3,OOKERS,13,8,4,1,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,FaZe Clan vs Brimstone Gaming,Ascent,FaZe Clan,13,6,7,,Brimstone Gaming,7,1,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,FaZe Clan vs Brimstone Gaming,Split,FaZe Clan,13,7,6,,Brimstone Gaming,7,2,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Immortals vs All Around Savants,Haven,Immortals,13,11,2,,All Around Savants,1,0,1,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Immortals vs All Around Savants,Ascent,Immortals,13,10,3,,All Around Savants,3,1,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,DarkZero Esports vs Last Round Save,Ascent,DarkZero Esports,9,5,4,,Last Round Save,13,6,7,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,DarkZero Esports vs Last Round Save,Icebox,DarkZero Esports,13,7,6,,Last Round Save,9,4,5,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,DarkZero Esports vs Last Round Save,Haven,DarkZero Esports,13,10,3,,Last Round Save,8,6,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Andbox vs Zero MarksMen,Haven,Andbox,13,10,3,,Zero MarksMen,6,4,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Andbox vs Zero MarksMen,Breeze,Andbox,13,8,5,,Zero MarksMen,4,0,4,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Renegades vs YFP Gaming,Bind,Renegades,13,9,4,,YFP Gaming,3,0,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Renegades vs YFP Gaming,Icebox,Renegades,13,9,4,,YFP Gaming,6,3,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Built By Gamers vs BASILISK,Ascent,Built By Gamers,13,9,4,,BASILISK,6,3,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 32,Built By Gamers vs BASILISK,Icebox,Built By Gamers,13,6,7,,BASILISK,8,2,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,T1 vs Renegades,Icebox,T1,13,10,3,,Renegades,5,3,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,T1 vs Renegades,Bind,T1,13,10,3,,Renegades,7,5,2,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Cloud9 vs Complexity,Ascent,Cloud9,13,9,4,,Complexity,3,0,3,,29:57
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Cloud9 vs Complexity,Icebox,Cloud9,14,5,7,2,Complexity,12,5,7,0,44:35
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,FaZe Clan vs Immortals,Ascent,FaZe Clan,16,6,6,4,Immortals,14,6,6,2,1:09:26
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,FaZe Clan vs Immortals,Breeze,FaZe Clan,13,9,4,,Immortals,3,0,3,,27:54
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Soniqs vs Ghost Gaming,Breeze,Soniqs,10,5,5,,Ghost Gaming,13,6,7,,46:55
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Soniqs vs Ghost Gaming,Split,Soniqs,8,3,5,,Ghost Gaming,13,4,9,,43:45
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Andbox vs TSM,Haven,Andbox,8,7,1,,TSM,13,8,5,,39:19
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Andbox vs TSM,Split,Andbox,14,6,6,2,TSM,12,6,6,0,1:00:17
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Andbox vs TSM,Icebox,Andbox,18,5,7,6,TSM,20,5,7,8,1:18:23
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,DIVIZE vs Built By Gamers,Ascent,DIVIZE,5,2,3,,Built By Gamers,13,3,10,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,DIVIZE vs Built By Gamers,Icebox,DIVIZE,4,4,0,,Built By Gamers,13,5,8,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Luminosity vs Resonate,Icebox,Luminosity,13,9,4,,Resonate,8,5,3,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,Luminosity vs Resonate,Haven,Luminosity,13,6,7,,Resonate,8,2,6,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,DarkZero Esports vs Knights,Haven,DarkZero Esports,17,6,6,5,Knights,19,6,6,7,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,DarkZero Esports vs Knights,Breeze,DarkZero Esports,13,3,10,,Knights,11,2,9,,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Round of 16,DarkZero Esports vs Knights,Icebox,DarkZero Esports,14,6,6,2,Knights,12,6,6,0,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,Ghost Gaming vs FaZe Clan,Bind,Ghost Gaming,11,2,9,,FaZe Clan,13,3,10,,1:03:56
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,Ghost Gaming vs FaZe Clan,Ascent,Ghost Gaming,12,8,4,0,FaZe Clan,14,8,4,2,
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,DarkZero Esports vs TSM,Haven,DarkZero Esports,13,7,6,,TSM,11,6,5,,55:57
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,DarkZero Esports vs TSM,Ascent,DarkZero Esports,12,4,8,0,TSM,14,4,8,2,1:01:19
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,DarkZero Esports vs TSM,Icebox,DarkZero Esports,8,6,2,,TSM,13,7,6,,50:19
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,T1 vs Built By Gamers,Icebox,T1,13,6,7,,Built By Gamers,9,3,6,,45:20
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,T1 vs Built By Gamers,Ascent,T1,13,10,3,,Built By Gamers,9,7,2,,44:49
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,Cloud9 vs Luminosity,Ascent,Cloud9,9,3,6,,Luminosity,13,4,9,,44:23
Champions Tour North America Stage 3: Challengers 2,Open Qualifier,Quarterfinals,Cloud9 vs Luminosity,Icebox,Cloud9,9,7,2,,Luminosity,13,8,5,,43:10
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Gen.G vs TSM,Bind,Gen.G,13,6,7,,TSM,10,4,6,,46:24
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Gen.G vs TSM,Split,Gen.G,20,9,3,8,TSM,20,9,3,8,1:29:49
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Gen.G vs TSM,Icebox,Gen.G,10,8,2,,TSM,13,9,4,,50:45
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Version1 vs T1,Haven,Version1,10,3,7,,T1,13,4,9,,
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Version1 vs T1,Icebox,Version1,13,6,7,,T1,8,2,6,,44:45
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Version1 vs T1,Split,Version1,9,2,7,,T1,13,3,10,,54:05
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Rise vs FaZe Clan,Split,Rise,13,10,3,,FaZe Clan,2,0,2,,30:48
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Rise vs FaZe Clan,Bind,Rise,13,6,7,,FaZe Clan,11,5,6,,47:57
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Pioneers vs Luminosity,Icebox,Pioneers,13,7,6,,Luminosity,10,5,5,,44:09
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Pioneers vs Luminosity,Ascent,Pioneers,13,7,5,1,Luminosity,15,7,5,3,1:02:44
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Quarterfinals,Pioneers vs Luminosity,Split,Pioneers,6,3,3,,Luminosity,13,4,9,,47:58
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 1,Gen.G vs Version1,Breeze,Gen.G,13,7,6,,Version1,8,3,5,,43:27
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 1,Gen.G vs Version1,Haven,Gen.G,11,5,6,,Version1,13,6,7,,51:46
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 1,Gen.G vs Version1,Ascent,Gen.G,13,6,7,,Version1,11,5,6,,53:03
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 1,Pioneers vs FaZe Clan,Ascent,Pioneers,12,5,7,0,FaZe Clan,14,5,7,2,
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 1,Pioneers vs FaZe Clan,Bind,Pioneers,9,6,3,,FaZe Clan,13,7,6,,48:01
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Semifinals,TSM vs T1,Split,TSM,13,8,5,,T1,4,0,4,,43:20
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Semifinals,TSM vs T1,Icebox,TSM,8,7,1,,T1,13,8,5,,
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Semifinals,TSM vs T1,Haven,TSM,13,8,5,,T1,6,2,4,,46:49
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Semifinals,Luminosity vs Rise,Ascent,Luminosity,13,6,7,,Rise,9,3,6,,48:46
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Semifinals,Luminosity vs Rise,Icebox,Luminosity,13,10,3,,Rise,2,0,2,,25:59
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 2,Rise vs Gen.G,Ascent,Rise,13,10,3,,Gen.G,2,0,2,,33:03
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 2,Rise vs Gen.G,Bind,Rise,13,7,6,,Gen.G,11,6,5,,50:45
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 2,T1 vs FaZe Clan,Split,T1,10,3,7,,FaZe Clan,13,4,9,,52:55
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 2,T1 vs FaZe Clan,Ascent,T1,10,5,5,,FaZe Clan,13,6,7,,45:17
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Final,TSM vs Luminosity,Bind,TSM,13,7,6,,Luminosity,6,1,5,,39:32
Champions Tour North America Stage 3: Challengers 2,Main Event,Upper Final,TSM vs Luminosity,Breeze,TSM,13,8,5,,Luminosity,7,3,4,,37:22
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 3,Rise vs FaZe Clan,Ascent,Rise,6,4,2,,FaZe Clan,13,5,8,,40:42
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 3,Rise vs FaZe Clan,Haven,Rise,13,5,8,,FaZe Clan,10,3,7,,47:02
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Round 3,Rise vs FaZe Clan,Bind,Rise,8,5,3,,FaZe Clan,13,6,7,,40:45
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Final,Luminosity vs FaZe Clan,Split,Luminosity,12,4,8,0,FaZe Clan,14,4,8,2,57:24
Champions Tour North America Stage 3: Challengers 2,Main Event,Lower Final,Luminosity vs FaZe Clan,Breeze,Luminosity,12,5,7,0,FaZe Clan,14,5,7,2,44:44
Champions Tour North America Stage 3: Challengers 2,Main Event,Grand Final,TSM vs FaZe Clan,Ascent,TSM,11,8,3,,FaZe Clan,13,9,4,,42:17
Champions Tour North America Stage 3: Challengers 2,Main Event,Grand Final,TSM vs FaZe Clan,Split,TSM,13,9,4,,FaZe Clan,6,3,3,,37:55
Champions Tour North America Stage 3: Challengers 2,Main Event,Grand Final,TSM vs FaZe Clan,Breeze,TSM,13,10,3,,FaZe Clan,6,4,2,,35:47
Champions Tour North America Stage 3: Challengers 2,Main Event,Grand Final,TSM vs FaZe Clan,Haven,TSM,13,10,3,,FaZe Clan,2,0,2,,30:37
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Young Supremacy  vs OG,Ascent,Young Supremacy ,2,2,0,,OG,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Young Supremacy  vs OG,Bind,Young Supremacy ,1,1,0,,OG,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,fReya vs The Goose House Lunar,Haven,fReya,17,6,6,5,The Goose House Lunar,15,6,6,3,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,fReya vs The Goose House Lunar,Breeze,fReya,9,6,3,,The Goose House Lunar,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,fReya vs The Goose House Lunar,Bind,fReya,17,6,6,5,The Goose House Lunar,15,6,6,3,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,The Lost Nation vs Celestial Esports,Icebox,The Lost Nation,8,4,4,,Celestial Esports,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,The Lost Nation vs Celestial Esports,Bind,The Lost Nation,9,5,4,,Celestial Esports,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Aesir Esports vs detox,Ascent,Aesir Esports,4,1,3,,detox,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Aesir Esports vs detox,Haven,Aesir Esports,7,4,3,,detox,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,SHINY vs Angry Titans,Breeze,SHINY,15,7,5,3,Angry Titans,13,7,5,1,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,SHINY vs Angry Titans,Haven,SHINY,13,7,6,,Angry Titans,6,1,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Revo Unit vs Gydom Galva,Bind,Revo Unit,3,2,1,,Gydom Galva,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Revo Unit vs Gydom Galva,Ascent,Revo Unit,5,3,2,,Gydom Galva,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Teamates Gaming vs Les Zinzins De Lespace,Bind,Teamates Gaming,11,5,6,,Les Zinzins De Lespace,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Teamates Gaming vs Les Zinzins De Lespace,Split,Teamates Gaming,9,3,6,,Les Zinzins De Lespace,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,SurrealpLay vs Peepolads,Ascent,SurrealpLay,10,3,7,,Peepolads,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,SurrealpLay vs Peepolads,Breeze,SurrealpLay,13,8,5,,Peepolads,5,1,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,SurrealpLay vs Peepolads,Haven,SurrealpLay,13,10,3,,Peepolads,3,1,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Deez nuts vs Banditz,Haven,Deez nuts,6,5,1,,Banditz,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Deez nuts vs Banditz,Icebox,Deez nuts,1,1,0,,Banditz,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,NowyTowiec vs ShadowzGG,Ascent,NowyTowiec,13,8,5,,ShadowzGG,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,NowyTowiec vs ShadowzGG,Breeze,NowyTowiec,13,10,3,,ShadowzGG,4,2,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,FlashDash vs Nope,Ascent,FlashDash,13,12,1,,Nope,0,0,0,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,FlashDash vs Nope,Split,FlashDash,13,9,4,,Nope,3,0,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Project A vs MTP Esport,Ascent,Project A,10,5,5,,MTP Esport,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Project A vs MTP Esport,Haven,Project A,16,9,3,4,MTP Esport,18,9,3,6,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,kapten mint vs Learn 2 Play,Bind,kapten mint,14,6,6,2,Learn 2 Play,12,6,6,0,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,kapten mint vs Learn 2 Play,Haven,kapten mint,13,6,7,,Learn 2 Play,10,4,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,GrandSpirit vs Trisium Esports,Breeze,GrandSpirit,13,4,9,,Trisium Esports,9,1,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,GrandSpirit vs Trisium Esports,Ascent,GrandSpirit,13,7,6,,Trisium Esports,9,4,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,On Vient CS vs Rix.GG Lightning,Ascent,On Vient CS,6,2,4,,Rix.GG Lightning,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,On Vient CS vs Rix.GG Lightning,Icebox,On Vient CS,11,7,4,,Rix.GG Lightning,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,logicialat vs Equipe,Bind,logicialat,1,1,0,,Equipe,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,logicialat vs Equipe,Icebox,logicialat,0,0,0,,Equipe,13,1,12,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,kryzys vs Megastitut,Bind,kryzys,0,0,0,,Megastitut,13,1,12,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,kryzys vs Megastitut,Split,kryzys,7,4,3,,Megastitut,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Dark Tigers vs ayned,Haven,Dark Tigers,13,10,3,,ayned,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Dark Tigers vs ayned,Ascent,Dark Tigers,13,11,2,,ayned,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 256,Kjottkaker i brun saus vs Fadee Gaming,Ascent,Kjottkaker i brun saus,8,5,3,,Fadee Gaming,13,6,7,,
